warehouse_code,name,location,city,country,manager,phone,email,capacity,current_stock,type,status,notes
WH-0334,Warehouse_0334,Loc_WH-0334_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000334,warehouse0334@example.com,2689,1135,regional,active,demo_data
WH-0335,Warehouse_0335,Loc_WH-0335_CanTho,CanTho,Vietnam,Manager_0015,0600000335,warehouse0335@example.com,645,276,distribution,inactive,demo_data
WH-0336,Warehouse_0336,Loc_WH-0336_Hue,Hue,Vietnam,Manager_0016,0600000336,warehouse0336@example.com,6690,1562,retail,maintenance,demo_data
WH-0337,Warehouse_0337,Loc_WH-0337_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000337,warehouse0337@example.com,11395,4746,main,active,demo_data
WH-0338,Warehouse_0338,Loc_WH-0338_VungTau,VungTau,Vietnam,Manager_0018,0600000338,warehouse0338@example.com,19385,6333,regional,inactive,demo_data
WH-0339,Warehouse_0339,Loc_WH-0339_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000339,warehouse0339@example.com,5919,5073,distribution,maintenance,demo_data
WH-0340,Warehouse_0340,Loc_WH-0340_BacNinh,BacNinh,Vietnam,Manager_0020,0600000340,warehouse0340@example.com,11211,8627,retail,active,demo_data
WH-0341,Warehouse_0341,Loc_WH-0341_HaNoi,HaNoi,Vietnam,Manager_0021,0600000341,warehouse0341@example.com,619,378,main,inactive,demo_data
WH-0342,Warehouse_0342,Loc_WH-0342_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000342,warehouse0342@example.com,2307,1168,regional,maintenance,demo_data
WH-0343,Warehouse_0343,Loc_WH-0343_DaNang,DaNang,Vietnam,Manager_0023,0600000343,warehouse0343@example.com,11901,8679,distribution,active,demo_data
WH-0344,Warehouse_0344,Loc_WH-0344_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000344,warehouse0344@example.com,14174,9897,retail,inactive,demo_data
WH-0345,Warehouse_0345,Loc_WH-0345_CanTho,CanTho,Vietnam,Manager_0025,0600000345,warehouse0345@example.com,5158,710,main,maintenance,demo_data
WH-0346,Warehouse_0346,Loc_WH-0346_Hue,Hue,Vietnam,Manager_0026,0600000346,warehouse0346@example.com,1360,293,regional,active,demo_data
WH-0347,Warehouse_0347,Loc_WH-0347_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000347,warehouse0347@example.com,14557,4539,distribution,inactive,demo_data
WH-0348,Warehouse_0348,Loc_WH-0348_VungTau,VungTau,Vietnam,Manager_0028,0600000348,warehouse0348@example.com,17768,15808,retail,maintenance,demo_data
WH-0349,Warehouse_0349,Loc_WH-0349_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000349,warehouse0349@example.com,7357,2682,main,active,demo_data
WH-0350,Warehouse_0350,Loc_WH-0350_BacNinh,BacNinh,Vietnam,Manager_0030,0600000350,warehouse0350@example.com,8167,7740,regional,inactive,demo_data
WH-0351,Warehouse_0351,Loc_WH-0351_HaNoi,HaNoi,Vietnam,Manager_0031,0600000351,warehouse0351@example.com,14831,9546,distribution,maintenance,demo_data
WH-0352,Warehouse_0352,Loc_WH-0352_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000352,warehouse0352@example.com,6702,868,retail,active,demo_data
WH-0353,Warehouse_0353,Loc_WH-0353_DaNang,DaNang,Vietnam,Manager_0033,0600000353,warehouse0353@example.com,1436,177,main,inactive,demo_data
WH-0354,Warehouse_0354,Loc_WH-0354_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000354,warehouse0354@example.com,7510,1176,regional,maintenance,demo_data
WH-0355,Warehouse_0355,Loc_WH-0355_CanTho,CanTho,Vietnam,Manager_0035,0600000355,warehouse0355@example.com,13377,9423,distribution,active,demo_data
WH-0356,Warehouse_0356,Loc_WH-0356_Hue,Hue,Vietnam,Manager_0036,0600000356,warehouse0356@example.com,15888,4990,retail,inactive,demo_data
WH-0357,Warehouse_0357,Loc_WH-0357_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000357,warehouse0357@example.com,15933,13606,main,maintenance,demo_data
WH-0358,Warehouse_0358,Loc_WH-0358_VungTau,VungTau,Vietnam,Manager_0038,0600000358,warehouse0358@example.com,7505,6768,regional,active,demo_data
WH-0359,Warehouse_0359,Loc_WH-0359_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000359,warehouse0359@example.com,4242,3239,distribution,inactive,demo_data
WH-0360,Warehouse_0360,Loc_WH-0360_BacNinh,BacNinh,Vietnam,Manager_0040,0600000360,warehouse0360@example.com,18767,13863,retail,maintenance,demo_data
WH-0361,Warehouse_0361,Loc_WH-0361_HaNoi,HaNoi,Vietnam,Manager_0001,0600000361,warehouse0361@example.com,5527,3320,main,active,demo_data
WH-0362,Warehouse_0362,Loc_WH-0362_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000362,warehouse0362@example.com,12832,10411,regional,inactive,demo_data
WH-0363,Warehouse_0363,Loc_WH-0363_DaNang,DaNang,Vietnam,Manager_0003,0600000363,warehouse0363@example.com,14823,12795,distribution,maintenance,demo_data
WH-0364,Warehouse_0364,Loc_WH-0364_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000364,warehouse0364@example.com,15333,15207,retail,active,demo_data
WH-0365,Warehouse_0365,Loc_WH-0365_CanTho,CanTho,Vietnam,Manager_0005,0600000365,warehouse0365@example.com,5724,2416,main,inactive,demo_data
WH-0366,Warehouse_0366,Loc_WH-0366_Hue,Hue,Vietnam,Manager_0006,0600000366,warehouse0366@example.com,3095,201,regional,maintenance,demo_data
WH-0367,Warehouse_0367,Loc_WH-0367_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000367,warehouse0367@example.com,16527,8834,distribution,active,demo_data
WH-0368,Warehouse_0368,Loc_WH-0368_VungTau,VungTau,Vietnam,Manager_0008,0600000368,warehouse0368@example.com,19330,8140,retail,inactive,demo_data
WH-0369,Warehouse_0369,Loc_WH-0369_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000369,warehouse0369@example.com,16702,15095,main,maintenance,demo_data
WH-0370,Warehouse_0370,Loc_WH-0370_BacNinh,BacNinh,Vietnam,Manager_0010,0600000370,warehouse0370@example.com,7605,1463,regional,active,demo_data
WH-0371,Warehouse_0371,Loc_WH-0371_HaNoi,HaNoi,Vietnam,Manager_0011,0600000371,warehouse0371@example.com,15649,8513,distribution,inactive,demo_data
WH-0372,Warehouse_0372,Loc_WH-0372_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000372,warehouse0372@example.com,6406,2648,retail,maintenance,demo_data
WH-0373,Warehouse_0373,Loc_WH-0373_DaNang,DaNang,Vietnam,Manager_0013,0600000373,warehouse0373@example.com,14123,5994,main,active,demo_data
WH-0374,Warehouse_0374,Loc_WH-0374_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000374,warehouse0374@example.com,2387,2073,regional,inactive,demo_data
WH-0375,Warehouse_0375,Loc_WH-0375_CanTho,CanTho,Vietnam,Manager_0015,0600000375,warehouse0375@example.com,18386,3600,distribution,maintenance,demo_data
WH-0376,Warehouse_0376,Loc_WH-0376_Hue,Hue,Vietnam,Manager_0016,0600000376,warehouse0376@example.com,7542,6937,retail,active,demo_data
WH-0377,Warehouse_0377,Loc_WH-0377_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000377,warehouse0377@example.com,10147,2816,main,inactive,demo_data
WH-0378,Warehouse_0378,Loc_WH-0378_VungTau,VungTau,Vietnam,Manager_0018,0600000378,warehouse0378@example.com,15287,13761,regional,maintenance,demo_data
WH-0379,Warehouse_0379,Loc_WH-0379_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000379,warehouse0379@example.com,8073,5431,distribution,active,demo_data
WH-0380,Warehouse_0380,Loc_WH-0380_BacNinh,BacNinh,Vietnam,Manager_0020,0600000380,warehouse0380@example.com,19242,10937,retail,inactive,demo_data
WH-0381,Warehouse_0381,Loc_WH-0381_HaNoi,HaNoi,Vietnam,Manager_0021,0600000381,warehouse0381@example.com,4637,1482,main,maintenance,demo_data
WH-0382,Warehouse_0382,Loc_WH-0382_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000382,warehouse0382@example.com,14356,6555,regional,active,demo_data
WH-0383,Warehouse_0383,Loc_WH-0383_DaNang,DaNang,Vietnam,Manager_0023,0600000383,warehouse0383@example.com,5428,4677,distribution,inactive,demo_data
WH-0384,Warehouse_0384,Loc_WH-0384_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000384,warehouse0384@example.com,7658,5499,retail,maintenance,demo_data
WH-0385,Warehouse_0385,Loc_WH-0385_CanTho,CanTho,Vietnam,Manager_0025,0600000385,warehouse0385@example.com,8783,6726,main,active,demo_data
WH-0386,Warehouse_0386,Loc_WH-0386_Hue,Hue,Vietnam,Manager_0026,0600000386,warehouse0386@example.com,15538,2232,regional,inactive,demo_data
WH-0387,Warehouse_0387,Loc_WH-0387_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000387,warehouse0387@example.com,17734,16204,distribution,maintenance,demo_data
WH-0388,Warehouse_0388,Loc_WH-0388_VungTau,VungTau,Vietnam,Manager_0028,0600000388,warehouse0388@example.com,17683,15322,retail,active,demo_data
WH-0389,Warehouse_0389,Loc_WH-0389_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000389,warehouse0389@example.com,6880,3267,main,inactive,demo_data
WH-0390,Warehouse_0390,Loc_WH-0390_BacNinh,BacNinh,Vietnam,Manager_0030,0600000390,warehouse0390@example.com,11046,1115,regional,maintenance,demo_data
WH-0391,Warehouse_0391,Loc_WH-0391_HaNoi,HaNoi,Vietnam,Manager_0031,0600000391,warehouse0391@example.com,17914,12395,distribution,active,demo_data
WH-0392,Warehouse_0392,Loc_WH-0392_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000392,warehouse0392@example.com,8510,2488,retail,inactive,demo_data
WH-0393,Warehouse_0393,Loc_WH-0393_DaNang,DaNang,Vietnam,Manager_0033,0600000393,warehouse0393@example.com,16349,4311,main,maintenance,demo_data
WH-0394,Warehouse_0394,Loc_WH-0394_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000394,warehouse0394@example.com,13328,5634,regional,active,demo_data
WH-0395,Warehouse_0395,Loc_WH-0395_CanTho,CanTho,Vietnam,Manager_0035,0600000395,warehouse0395@example.com,1999,1460,distribution,inactive,demo_data
WH-0396,Warehouse_0396,Loc_WH-0396_Hue,Hue,Vietnam,Manager_0036,0600000396,warehouse0396@example.com,15861,4572,retail,maintenance,demo_data
WH-0397,Warehouse_0397,Loc_WH-0397_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000397,warehouse0397@example.com,2728,1985,main,active,demo_data
WH-0398,Warehouse_0398,Loc_WH-0398_VungTau,VungTau,Vietnam,Manager_0038,0600000398,warehouse0398@example.com,1709,493,regional,inactive,demo_data
WH-0399,Warehouse_0399,Loc_WH-0399_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000399,warehouse0399@example.com,3988,1377,distribution,maintenance,demo_data
WH-0400,Warehouse_0400,Loc_WH-0400_BacNinh,BacNinh,Vietnam,Manager_0040,0600000400,warehouse0400@example.com,14344,11819,retail,active,demo_data
WH-0401,Warehouse_0401,Loc_WH-0401_HaNoi,HaNoi,Vietnam,Manager_0001,0600000401,warehouse0401@example.com,13113,7410,main,inactive,demo_data
WH-0402,Warehouse_0402,Loc_WH-0402_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000402,warehouse0402@example.com,10459,6218,regional,maintenance,demo_data
WH-0403,Warehouse_0403,Loc_WH-0403_DaNang,DaNang,Vietnam,Manager_0003,0600000403,warehouse0403@example.com,11482,3264,distribution,active,demo_data
WH-0404,Warehouse_0404,Loc_WH-0404_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000404,warehouse0404@example.com,8389,5012,retail,inactive,demo_data
WH-0405,Warehouse_0405,Loc_WH-0405_CanTho,CanTho,Vietnam,Manager_0005,0600000405,warehouse0405@example.com,8427,4251,main,maintenance,demo_data
WH-0406,Warehouse_0406,Loc_WH-0406_Hue,Hue,Vietnam,Manager_0006,0600000406,warehouse0406@example.com,11088,6423,regional,active,demo_data
WH-0407,Warehouse_0407,Loc_WH-0407_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000407,warehouse0407@example.com,8309,2902,distribution,inactive,demo_data
WH-0408,Warehouse_0408,Loc_WH-0408_VungTau,VungTau,Vietnam,Manager_0008,0600000408,warehouse0408@example.com,4453,2457,retail,maintenance,demo_data
WH-0409,Warehouse_0409,Loc_WH-0409_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000409,warehouse0409@example.com,507,470,main,active,demo_data
WH-0410,Warehouse_0410,Loc_WH-0410_BacNinh,BacNinh,Vietnam,Manager_0010,0600000410,warehouse0410@example.com,3355,2794,regional,inactive,demo_data
WH-0411,Warehouse_0411,Loc_WH-0411_HaNoi,HaNoi,Vietnam,Manager_0011,0600000411,warehouse0411@example.com,3108,73,distribution,maintenance,demo_data
WH-0412,Warehouse_0412,Loc_WH-0412_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000412,warehouse0412@example.com,11778,9568,retail,active,demo_data
WH-0413,Warehouse_0413,Loc_WH-0413_DaNang,DaNang,Vietnam,Manager_0013,0600000413,warehouse0413@example.com,17983,6862,main,inactive,demo_data
WH-0414,Warehouse_0414,Loc_WH-0414_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000414,warehouse0414@example.com,17652,2118,regional,maintenance,demo_data
WH-0415,Warehouse_0415,Loc_WH-0415_CanTho,CanTho,Vietnam,Manager_0015,0600000415,warehouse0415@example.com,11131,5194,distribution,active,demo_data
WH-0416,Warehouse_0416,Loc_WH-0416_Hue,Hue,Vietnam,Manager_0016,0600000416,warehouse0416@example.com,3195,793,retail,inactive,demo_data
WH-0417,Warehouse_0417,Loc_WH-0417_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000417,warehouse0417@example.com,3636,1193,main,maintenance,demo_data
WH-0418,Warehouse_0418,Loc_WH-0418_VungTau,VungTau,Vietnam,Manager_0018,0600000418,warehouse0418@example.com,9998,3168,regional,active,demo_data
WH-0419,Warehouse_0419,Loc_WH-0419_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000419,warehouse0419@example.com,6024,4913,distribution,inactive,demo_data
WH-0420,Warehouse_0420,Loc_WH-0420_BacNinh,BacNinh,Vietnam,Manager_0020,0600000420,warehouse0420@example.com,14652,4501,retail,maintenance,demo_data
WH-0421,Warehouse_0421,Loc_WH-0421_HaNoi,HaNoi,Vietnam,Manager_0021,0600000421,warehouse0421@example.com,4855,3440,main,active,demo_data
WH-0422,Warehouse_0422,Loc_WH-0422_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000422,warehouse0422@example.com,3489,3231,regional,inactive,demo_data
WH-0423,Warehouse_0423,Loc_WH-0423_DaNang,DaNang,Vietnam,Manager_0023,0600000423,warehouse0423@example.com,15819,4317,distribution,maintenance,demo_data
WH-0424,Warehouse_0424,Loc_WH-0424_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000424,warehouse0424@example.com,12547,9185,retail,active,demo_data
WH-0425,Warehouse_0425,Loc_WH-0425_CanTho,CanTho,Vietnam,Manager_0025,0600000425,warehouse0425@example.com,8685,3908,main,inactive,demo_data
WH-0426,Warehouse_0426,Loc_WH-0426_Hue,Hue,Vietnam,Manager_0026,0600000426,warehouse0426@example.com,3109,28,regional,maintenance,demo_data
WH-0427,Warehouse_0427,Loc_WH-0427_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000427,warehouse0427@example.com,16554,12072,distribution,active,demo_data
WH-0428,Warehouse_0428,Loc_WH-0428_VungTau,VungTau,Vietnam,Manager_0028,0600000428,warehouse0428@example.com,14846,10679,retail,inactive,demo_data
WH-0429,Warehouse_0429,Loc_WH-0429_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000429,warehouse0429@example.com,1942,113,main,maintenance,demo_data
WH-0430,Warehouse_0430,Loc_WH-0430_BacNinh,BacNinh,Vietnam,Manager_0030,0600000430,warehouse0430@example.com,16136,3976,regional,active,demo_data
WH-0431,Warehouse_0431,Loc_WH-0431_HaNoi,HaNoi,Vietnam,Manager_0031,0600000431,warehouse0431@example.com,13727,4627,distribution,inactive,demo_data
WH-0432,Warehouse_0432,Loc_WH-0432_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000432,warehouse0432@example.com,2201,1548,retail,maintenance,demo_data
WH-0433,Warehouse_0433,Loc_WH-0433_DaNang,DaNang,Vietnam,Manager_0033,0600000433,warehouse0433@example.com,13472,3815,main,active,demo_data
WH-0434,Warehouse_0434,Loc_WH-0434_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000434,warehouse0434@example.com,15578,5519,regional,inactive,demo_data
WH-0435,Warehouse_0435,Loc_WH-0435_CanTho,CanTho,Vietnam,Manager_0035,0600000435,warehouse0435@example.com,5430,1191,distribution,maintenance,demo_data
WH-0436,Warehouse_0436,Loc_WH-0436_Hue,Hue,Vietnam,Manager_0036,0600000436,warehouse0436@example.com,15991,6590,retail,active,demo_data
WH-0437,Warehouse_0437,Loc_WH-0437_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000437,warehouse0437@example.com,10261,7436,main,inactive,demo_data
WH-0438,Warehouse_0438,Loc_WH-0438_VungTau,VungTau,Vietnam,Manager_0038,0600000438,warehouse0438@example.com,16704,13359,regional,maintenance,demo_data
WH-0439,Warehouse_0439,Loc_WH-0439_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000439,warehouse0439@example.com,9509,1506,distribution,active,demo_data
WH-0440,Warehouse_0440,Loc_WH-0440_BacNinh,BacNinh,Vietnam,Manager_0040,0600000440,warehouse0440@example.com,2514,254,retail,inactive,demo_data
WH-0441,Warehouse_0441,Loc_WH-0441_HaNoi,HaNoi,Vietnam,Manager_0001,0600000441,warehouse0441@example.com,1044,411,main,maintenance,demo_data
WH-0442,Warehouse_0442,Loc_WH-0442_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000442,warehouse0442@example.com,15856,11060,regional,active,demo_data
WH-0443,Warehouse_0443,Loc_WH-0443_DaNang,DaNang,Vietnam,Manager_0003,0600000443,warehouse0443@example.com,7414,6129,distribution,inactive,demo_data
WH-0444,Warehouse_0444,Loc_WH-0444_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000444,warehouse0444@example.com,6757,6488,retail,maintenance,demo_data
WH-0445,Warehouse_0445,Loc_WH-0445_CanTho,CanTho,Vietnam,Manager_0005,0600000445,warehouse0445@example.com,2604,2157,main,active,demo_data
WH-0446,Warehouse_0446,Loc_WH-0446_Hue,Hue,Vietnam,Manager_0006,0600000446,warehouse0446@example.com,14965,23,regional,inactive,demo_data
WH-0447,Warehouse_0447,Loc_WH-0447_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000447,warehouse0447@example.com,6842,1163,distribution,maintenance,demo_data
WH-0448,Warehouse_0448,Loc_WH-0448_VungTau,VungTau,Vietnam,Manager_0008,0600000448,warehouse0448@example.com,15050,1729,retail,active,demo_data
WH-0449,Warehouse_0449,Loc_WH-0449_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000449,warehouse0449@example.com,3116,393,main,inactive,demo_data
WH-0450,Warehouse_0450,Loc_WH-0450_BacNinh,BacNinh,Vietnam,Manager_0010,0600000450,warehouse0450@example.com,14006,3481,regional,maintenance,demo_data
WH-0451,Warehouse_0451,Loc_WH-0451_HaNoi,HaNoi,Vietnam,Manager_0011,0600000451,warehouse0451@example.com,5056,4286,distribution,active,demo_data
WH-0452,Warehouse_0452,Loc_WH-0452_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000452,warehouse0452@example.com,1431,619,retail,inactive,demo_data
WH-0453,Warehouse_0453,Loc_WH-0453_DaNang,DaNang,Vietnam,Manager_0013,0600000453,warehouse0453@example.com,11206,406,main,maintenance,demo_data
WH-0454,Warehouse_0454,Loc_WH-0454_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000454,warehouse0454@example.com,19908,18745,regional,active,demo_data
WH-0455,Warehouse_0455,Loc_WH-0455_CanTho,CanTho,Vietnam,Manager_0015,0600000455,warehouse0455@example.com,17878,12287,distribution,inactive,demo_data
WH-0456,Warehouse_0456,Loc_WH-0456_Hue,Hue,Vietnam,Manager_0016,0600000456,warehouse0456@example.com,5529,1110,retail,maintenance,demo_data
WH-0457,Warehouse_0457,Loc_WH-0457_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000457,warehouse0457@example.com,6916,2264,main,active,demo_data
WH-0458,Warehouse_0458,Loc_WH-0458_VungTau,VungTau,Vietnam,Manager_0018,0600000458,warehouse0458@example.com,1323,349,regional,inactive,demo_data
WH-0459,Warehouse_0459,Loc_WH-0459_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000459,warehouse0459@example.com,18580,5199,distribution,maintenance,demo_data
WH-0460,Warehouse_0460,Loc_WH-0460_BacNinh,BacNinh,Vietnam,Manager_0020,0600000460,warehouse0460@example.com,18090,2599,retail,active,demo_data
WH-0461,Warehouse_0461,Loc_WH-0461_HaNoi,HaNoi,Vietnam,Manager_0021,0600000461,warehouse0461@example.com,8335,5032,main,inactive,demo_data
WH-0462,Warehouse_0462,Loc_WH-0462_HoChiMinh,HoChiMinh,Vietnam,Manager_0022,0600000462,warehouse0462@example.com,732,437,regional,maintenance,demo_data
WH-0463,Warehouse_0463,Loc_WH-0463_DaNang,DaNang,Vietnam,Manager_0023,0600000463,warehouse0463@example.com,19073,4696,distribution,active,demo_data
WH-0464,Warehouse_0464,Loc_WH-0464_HaiPhong,HaiPhong,Vietnam,Manager_0024,0600000464,warehouse0464@example.com,10134,8356,retail,inactive,demo_data
WH-0465,Warehouse_0465,Loc_WH-0465_CanTho,CanTho,Vietnam,Manager_0025,0600000465,warehouse0465@example.com,2201,1579,main,maintenance,demo_data
WH-0466,Warehouse_0466,Loc_WH-0466_Hue,Hue,Vietnam,Manager_0026,0600000466,warehouse0466@example.com,7202,6974,regional,active,demo_data
WH-0467,Warehouse_0467,Loc_WH-0467_NhaTrang,NhaTrang,Vietnam,Manager_0027,0600000467,warehouse0467@example.com,9408,1919,distribution,inactive,demo_data
WH-0468,Warehouse_0468,Loc_WH-0468_VungTau,VungTau,Vietnam,Manager_0028,0600000468,warehouse0468@example.com,13158,177,retail,maintenance,demo_data
WH-0469,Warehouse_0469,Loc_WH-0469_BinhDuong,BinhDuong,Vietnam,Manager_0029,0600000469,warehouse0469@example.com,13984,10839,main,active,demo_data
WH-0470,Warehouse_0470,Loc_WH-0470_BacNinh,BacNinh,Vietnam,Manager_0030,0600000470,warehouse0470@example.com,3411,2057,regional,inactive,demo_data
WH-0471,Warehouse_0471,Loc_WH-0471_HaNoi,HaNoi,Vietnam,Manager_0031,0600000471,warehouse0471@example.com,16542,2302,distribution,maintenance,demo_data
WH-0472,Warehouse_0472,Loc_WH-0472_HoChiMinh,HoChiMinh,Vietnam,Manager_0032,0600000472,warehouse0472@example.com,11203,7285,retail,active,demo_data
WH-0473,Warehouse_0473,Loc_WH-0473_DaNang,DaNang,Vietnam,Manager_0033,0600000473,warehouse0473@example.com,12962,12729,main,inactive,demo_data
WH-0474,Warehouse_0474,Loc_WH-0474_HaiPhong,HaiPhong,Vietnam,Manager_0034,0600000474,warehouse0474@example.com,1821,1591,regional,maintenance,demo_data
WH-0475,Warehouse_0475,Loc_WH-0475_CanTho,CanTho,Vietnam,Manager_0035,0600000475,warehouse0475@example.com,14334,1345,distribution,active,demo_data
WH-0476,Warehouse_0476,Loc_WH-0476_Hue,Hue,Vietnam,Manager_0036,0600000476,warehouse0476@example.com,8822,923,retail,inactive,demo_data
WH-0477,Warehouse_0477,Loc_WH-0477_NhaTrang,NhaTrang,Vietnam,Manager_0037,0600000477,warehouse0477@example.com,10923,8875,main,maintenance,demo_data
WH-0478,Warehouse_0478,Loc_WH-0478_VungTau,VungTau,Vietnam,Manager_0038,0600000478,warehouse0478@example.com,16033,5795,regional,active,demo_data
WH-0479,Warehouse_0479,Loc_WH-0479_BinhDuong,BinhDuong,Vietnam,Manager_0039,0600000479,warehouse0479@example.com,8827,6006,distribution,inactive,demo_data
WH-0480,Warehouse_0480,Loc_WH-0480_BacNinh,BacNinh,Vietnam,Manager_0040,0600000480,warehouse0480@example.com,14215,33,retail,maintenance,demo_data
WH-0481,Warehouse_0481,Loc_WH-0481_HaNoi,HaNoi,Vietnam,Manager_0001,0600000481,warehouse0481@example.com,1142,538,main,active,demo_data
WH-0482,Warehouse_0482,Loc_WH-0482_HoChiMinh,HoChiMinh,Vietnam,Manager_0002,0600000482,warehouse0482@example.com,16465,180,regional,inactive,demo_data
WH-0483,Warehouse_0483,Loc_WH-0483_DaNang,DaNang,Vietnam,Manager_0003,0600000483,warehouse0483@example.com,14667,12531,distribution,maintenance,demo_data
WH-0484,Warehouse_0484,Loc_WH-0484_HaiPhong,HaiPhong,Vietnam,Manager_0004,0600000484,warehouse0484@example.com,11971,1442,retail,active,demo_data
WH-0485,Warehouse_0485,Loc_WH-0485_CanTho,CanTho,Vietnam,Manager_0005,0600000485,warehouse0485@example.com,1521,404,main,inactive,demo_data
WH-0486,Warehouse_0486,Loc_WH-0486_Hue,Hue,Vietnam,Manager_0006,0600000486,warehouse0486@example.com,11916,8238,regional,maintenance,demo_data
WH-0487,Warehouse_0487,Loc_WH-0487_NhaTrang,NhaTrang,Vietnam,Manager_0007,0600000487,warehouse0487@example.com,2049,75,distribution,active,demo_data
WH-0488,Warehouse_0488,Loc_WH-0488_VungTau,VungTau,Vietnam,Manager_0008,0600000488,warehouse0488@example.com,1844,459,retail,inactive,demo_data
WH-0489,Warehouse_0489,Loc_WH-0489_BinhDuong,BinhDuong,Vietnam,Manager_0009,0600000489,warehouse0489@example.com,15184,13338,main,maintenance,demo_data
WH-0490,Warehouse_0490,Loc_WH-0490_BacNinh,BacNinh,Vietnam,Manager_0010,0600000490,warehouse0490@example.com,14275,205,regional,active,demo_data
WH-0491,Warehouse_0491,Loc_WH-0491_HaNoi,HaNoi,Vietnam,Manager_0011,0600000491,warehouse0491@example.com,13212,2123,distribution,inactive,demo_data
WH-0492,Warehouse_0492,Loc_WH-0492_HoChiMinh,HoChiMinh,Vietnam,Manager_0012,0600000492,warehouse0492@example.com,11434,7981,retail,maintenance,demo_data
WH-0493,Warehouse_0493,Loc_WH-0493_DaNang,DaNang,Vietnam,Manager_0013,0600000493,warehouse0493@example.com,14030,13364,main,active,demo_data
WH-0494,Warehouse_0494,Loc_WH-0494_HaiPhong,HaiPhong,Vietnam,Manager_0014,0600000494,warehouse0494@example.com,5552,2072,regional,inactive,demo_data
WH-0495,Warehouse_0495,Loc_WH-0495_CanTho,CanTho,Vietnam,Manager_0015,0600000495,warehouse0495@example.com,13212,2285,distribution,maintenance,demo_data
WH-0496,Warehouse_0496,Loc_WH-0496_Hue,Hue,Vietnam,Manager_0016,0600000496,warehouse0496@example.com,9736,6694,retail,active,demo_data
WH-0497,Warehouse_0497,Loc_WH-0497_NhaTrang,NhaTrang,Vietnam,Manager_0017,0600000497,warehouse0497@example.com,17000,15832,main,inactive,demo_data
WH-0498,Warehouse_0498,Loc_WH-0498_VungTau,VungTau,Vietnam,Manager_0018,0600000498,warehouse0498@example.com,10211,7783,regional,maintenance,demo_data
WH-0499,Warehouse_0499,Loc_WH-0499_BinhDuong,BinhDuong,Vietnam,Manager_0019,0600000499,warehouse0499@example.com,4436,4269,distribution,active,demo_data
WH-0500,Warehouse_0500,Loc_WH-0500_BacNinh,BacNinh,Vietnam,Manager_0020,0600000500,warehouse0500@example.com,19569,16719,retail,inactive,demo_data
